contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiry,ticker
SPY260904P00741000,2026-08-14 19:56:23+00:00,741.0,1.41,1.37,1.39,-0.13,-8.441559,218.0,458,0.1506432592773438,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00742000,2026-08-14 19:56:23+00:00,742.0,1.46,1.42,1.45,-0.099999905,-6.4102507,961.0,779,0.14917843017578125,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00743000,2026-08-14 19:56:23+00:00,743.0,1.53,1.48,1.51,-0.13999999,-8.383233,128.0,748,0.14765256652832032,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00744000,2026-08-14 19:56:23+00:00,744.0,1.59,1.54,1.57,-0.16999996,-9.659089,196.0,266,0.14606566833496093,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00745000,2026-08-14 19:59:04+00:00,745.0,1.66,1.61,1.64,-0.09000003,-5.1428595,611.0,2395,0.14460083923339845,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00746000,2026-08-14 19:56:23+00:00,746.0,1.73,1.68,1.71,-0.120000005,-6.4864864,131.0,832,0.1430749755859375,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00747000,2026-08-14 19:59:01+00:00,747.0,1.78,1.75,1.78,-0.22000003,-11.000002,86.0,307,0.1414270428466797,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00748000,2026-08-14 20:09:07+00:00,748.0,1.85,1.83,1.86,-0.16999996,-8.41584,230.0,256,0.1399622137451172,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00749000,2026-08-14 19:56:23+00:00,749.0,1.95,1.91,1.95,-0.099999905,-4.878044,132.0,143,0.13861945373535156,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00750000,2026-08-14 20:14:30+00:00,750.0,2.0,2.0,2.03,-0.1500001,-6.9767485,871.0,3509,0.13694100372314455,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00751000,2026-08-14 20:14:32+00:00,751.0,2.1,2.1,2.13,-0.16000009,-7.0796494,156.0,560,0.13559824371337892,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00752000,2026-08-14 19:53:24+00:00,752.0,2.18,2.2,2.23,-0.20000005,-8.403362,99.0,199,0.13416393188476564,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00753000,2026-08-14 20:00:25+00:00,753.0,2.32,2.3,2.33,-0.1400001,-5.691061,27.0,187,0.13257703369140628,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00754000,2026-08-14 20:02:21+00:00,754.0,2.4,2.41,2.45,-0.21999979,-8.396939,121.0,456,0.13129530822753904,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00755000,2026-08-14 20:14:32+00:00,755.0,2.52,2.53,2.56,-0.11000013,-4.182514,372.0,565,0.12970841003417968,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00756000,2026-08-14 17:38:35+00:00,756.0,2.8,2.66,2.69,-0.049999952,-1.7543844,60.0,170,0.12836565002441402,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00757000,2026-08-14 19:58:47+00:00,757.0,2.8,2.79,2.83,-0.17000008,-5.7239084,135.0,641,0.12708392456054687,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00758000,2026-08-14 20:03:10+00:00,758.0,2.93,2.93,2.97,-0.20000005,-6.389777,67.0,546,0.1256190954589844,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00759000,2026-08-14 19:58:47+00:00,759.0,3.09,3.08,3.13,-0.07000017,-2.2151952,153.0,741,0.12439840454101564,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00760000,2026-08-14 20:14:32+00:00,760.0,3.26,3.24,3.28,-0.099999905,-2.9761877,745.0,1898,0.12287254089355469,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00761000,2026-08-14 20:04:54+00:00,761.0,3.39,3.41,3.45,-0.06999993,-2.0231194,42.0,2171,0.12149926361083985,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00762000,2026-08-14 19:58:47+00:00,762.0,3.59,3.59,3.64,-0.16000009,-4.266669,356.0,10274,0.1203090899658203,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00763000,2026-08-14 20:14:32+00:00,763.0,3.78,3.78,3.83,-0.00999999,-0.263852,53.0,210,0.11896632995605468,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00764000,2026-08-14 19:12:44+00:00,764.0,4.06,3.99,4.04,-0.20000029,-4.6948423,9.0,458,0.11774563903808594,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00765000,2026-08-14 20:08:51+00:00,765.0,4.24,4.2,4.25,0.07999992,1.9230752,274.0,1352,0.11634184448242188,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00766000,2026-08-14 20:04:54+00:00,766.0,4.41,4.43,4.48,-0.14000034,-3.0769305,76.0,294,0.11506011901855469,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00767000,2026-08-14 19:40:16+00:00,767.0,4.64,4.65,4.75,-0.07999992,-1.6949137,37.0,288,0.11417511810302736,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00768000,2026-08-14 19:47:35+00:00,768.0,4.9,4.91,5.0,0.03999996,0.8230445,261.0,686,0.1128018408203125,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00769000,2026-08-14 19:57:25+00:00,769.0,5.23,5.18,5.28,0.119999886,2.3483343,95.0,438,0.11164218444824218,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00770000,2026-08-14 20:09:20+00:00,770.0,5.54,5.47,5.55,0.13000011,2.4029596,7041.0,2639,0.11014683807373046,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00771000,2026-08-14 19:52:40+00:00,771.0,5.69,5.77,5.88,-0.059999943,-1.0434773,121.0,2023,0.10926183715820312,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00772000,2026-08-14 19:58:20+00:00,772.0,6.15,6.1,6.2,0.11000013,1.8211943,406.0,946,0.10801062896728515,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00773000,2026-08-14 20:10:43+00:00,773.0,6.5,6.44,6.55,0.099999905,1.5624985,119.0,590,0.1069425244140625,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00774000,2026-08-14 20:11:46+00:00,774.0,6.83,6.8,6.91,0.21999979,3.3282871,122.0,1196,0.10575235076904296,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00775000,2026-08-14 20:13:34+00:00,775.0,7.2,7.18,7.29,0.17999983,2.5641,346.0,1105,0.10456217712402342,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00776000,2026-08-14 20:05:11+00:00,776.0,7.6,7.58,7.7,0.059999943,0.7957552,278.0,263,0.10355510711669921,False,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00777000,2026-08-14 20:14:57+00:00,777.0,8.05,8.0,8.11,0.3300004,4.2746162,764.0,786,0.1022428643798828,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00778000,2026-08-14 20:08:47+00:00,778.0,8.6,8.45,8.58,0.4100008,5.006115,316.0,297,0.10147993255615234,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00779000,2026-08-14 19:56:42+00:00,779.0,8.96,8.92,9.0,0.40999985,4.7953196,394.0,196,0.0997709652709961,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00780000,2026-08-14 19:56:42+00:00,780.0,9.45,9.41,9.54,0.27999973,3.0534322,544.0,408,0.09934372344970702,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00781000,2026-08-14 18:31:41+00:00,781.0,10.05,9.24,10.74,0.5600004,5.900953,40.0,70,0.10755286987304688,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00782000,2026-08-14 13:52:34+00:00,782.0,9.56,10.32,11.3,-0.19999981,-2.0491784,10.0,11,0.10697304168701172,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00783000,2026-08-14 17:48:07+00:00,783.0,11.33,10.42,11.76,-2.54,-18.312906,11.0,239,0.10471476348876951,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00784000,2026-08-14 15:45:46+00:00,784.0,11.76,11.41,12.51,0.6700001,6.0414796,1.0,65,0.10619485122680664,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00785000,2026-08-14 15:08:45+00:00,785.0,12.0,11.01,13.58,0.48999977,4.2571654,2.0,35,0.112038908996582,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00786000,2026-08-14 19:26:27+00:00,786.0,12.86,11.63,14.23,0.029999733,0.2338249,1.0,325,0.11173373626708984,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00787000,2026-08-14 16:22:34+00:00,787.0,13.2,12.3,14.9,-0.34000015,-2.5110793,3.0,180,0.1114895980834961,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00788000,2026-08-07 18:58:44+00:00,788.0,18.95,12.99,15.59,0.0,0.0,104.0,118,0.11127597717285155,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00789000,2026-08-13 18:23:52+00:00,789.0,14.9,13.7,16.41,0.0,0.0,4.0,57,0.11283235809326173,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00790000,2026-08-13 19:24:58+00:00,790.0,14.56,14.8,16.81,0.0,0.0,6.0,188,0.10749183532714844,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00791000,2026-08-14 15:29:34+00:00,791.0,16.38,15.19,17.89,-3.6400013,-18.181824,23.0,41,0.11283235809326173,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00792000,2026-08-10 16:37:26+00:00,792.0,20.84,15.98,18.63,0.0,0.0,47.0,48,0.11246615081787109,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00793000,2026-08-13 18:36:23+00:00,793.0,17.39,16.78,19.48,0.0,0.0,54.0,71,0.11374787628173827,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00794000,2026-08-12 17:08:46+00:00,794.0,22.18,17.61,20.31,0.0,0.0,1.0,10,0.11454132537841799,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00795000,2026-08-13 14:24:17+00:00,795.0,17.85,19.55,21.11,0.0,0.0,7.0,14,0.1145718426513672,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00796000,2026-08-14 19:44:38+00:00,796.0,20.42,19.32,22.01,1.1100006,5.74832,79.0,215,0.11628080993652344,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00797000,2026-08-14 15:35:22+00:00,797.0,21.13,20.2,22.9,1.3399982,6.771087,1.0,196,0.1176846044921875,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00798000,2026-08-04 15:33:34+00:00,798.0,31.45,21.11,23.83,0.0,0.0,,3,0.11975977905273436,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00799000,2026-08-13 13:58:53+00:00,799.0,22.05,22.03,24.67,0.0,0.0,2.0,1,0.119851330871582,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00800000,2026-08-14 19:58:48+00:00,800.0,24.0,23.32,24.64,0.7800007,3.3591762,5.0,412,0.09858079162597656,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00801000,2026-08-13 14:01:57+00:00,801.0,23.52,23.91,26.53,0.0,0.0,112.0,120,0.12348288635253907,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00802000,2026-08-14 18:21:41+00:00,802.0,25.75,24.8,27.56,1.6399994,6.802154,19.0,151,0.12738909729003906,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00803000,2026-08-13 14:01:58+00:00,803.0,25.29,25.75,28.51,0.0,0.0,4.0,2,0.12946427185058595,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00804000,2026-08-13 14:01:59+00:00,804.0,25.88,26.73,29.51,0.0,0.0,4.0,2,0.1326380682373047,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00805000,2026-08-13 19:55:55+00:00,805.0,27.45,27.74,30.42,0.0,0.0,4.0,1,0.13367565551757812,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00806000,2026-08-13 13:58:54+00:00,806.0,28.39,28.74,31.47,0.0,0.0,2.0,0,0.1380091082763672,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00807000,2026-08-13 13:58:54+00:00,807.0,29.37,29.74,32.42,0.0,0.0,2.0,0,0.1398706619262695,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00808000,2026-08-13 13:58:54+00:00,808.0,30.36,30.73,33.5,0.0,0.0,2.0,0,0.14490601196289063,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00809000,2026-08-13 13:58:54+00:00,809.0,31.35,31.74,34.42,0.0,0.0,2.0,0,0.14597411651611325,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00810000,2026-08-06 18:19:07+00:00,810.0,40.54,32.74,35.42,0.0,0.0,,0,0.14899532653808595,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00811000,2026-08-06 18:19:07+00:00,811.0,41.05,33.74,36.42,0.0,0.0,,0,0.1519860192871094,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00812000,2026-08-04 18:00:31+00:00,812.0,40.84,34.74,37.42,0.0,0.0,,0,0.15497671203613284,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00813000,2026-08-04 18:00:32+00:00,813.0,41.85,35.74,38.42,0.0,0.0,,0,0.15796740478515625,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00814000,2026-08-04 18:00:33+00:00,814.0,42.82,36.74,39.42,0.0,0.0,,0,0.16089706298828127,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00815000,2026-08-11 17:02:56+00:00,815.0,44.15,37.74,40.42,0.0,0.0,1.0,0,0.1638267211914063,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00816000,2026-08-04 18:00:34+00:00,816.0,44.76,38.74,41.42,0.0,0.0,,0,0.1667563793945313,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00817000,2026-08-04 18:00:34+00:00,817.0,45.79,39.74,42.42,0.0,0.0,,0,0.16962500305175782,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00818000,2026-08-04 18:00:35+00:00,818.0,46.76,40.74,43.42,0.0,0.0,,0,0.1724936267089844,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00819000,2026-08-04 18:00:35+00:00,819.0,47.75,41.74,44.42,0.0,0.0,,0,0.17536225036621095,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00820000,2026-08-14 14:27:23+00:00,820.0,42.65,42.74,45.42,0.25,0.5896226,2.0,0,0.1782308740234375,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00821000,2026-08-04 18:00:36+00:00,821.0,49.72,43.74,46.42,0.0,0.0,,0,0.1810689804077148,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00822000,2026-08-04 18:00:36+00:00,822.0,50.7,44.74,47.42,0.0,0.0,,0,0.1839070867919922,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00823000,2026-08-04 18:00:36+00:00,823.0,51.69,45.74,48.42,0.0,0.0,,0,0.1867146759033203,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00824000,2026-08-04 18:00:37+00:00,824.0,52.74,46.74,49.42,0.0,0.0,,0,0.18952226501464847,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00825000,2026-08-04 18:00:37+00:00,825.0,53.73,47.74,50.42,0.0,0.0,,0,0.19226881958007813,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00826000,2026-08-04 18:00:37+00:00,826.0,54.73,48.74,51.42,0.0,0.0,,0,0.1950153741455078,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00827000,2026-08-04 20:01:32+00:00,827.0,54.79,49.74,52.42,0.0,0.0,,0,0.19782296325683596,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00828000,2026-08-04 18:00:38+00:00,828.0,56.76,50.74,53.42,0.0,0.0,,0,0.2005695178222656,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00829000,2026-08-05 20:01:34+00:00,829.0,58.75,51.74,54.42,0.0,0.0,,0,0.20325503784179685,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00830000,2026-08-04 18:00:38+00:00,830.0,58.76,52.74,55.42,0.0,0.0,,0,0.20600159240722654,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00850000,2026-08-07 15:32:28+00:00,850.0,76.31,72.74,75.42,0.0,0.0,2.0,0,0.2581250946044922,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P00995000,2026-08-14 19:46:43+00:00,995.0,220.35,217.74,220.42,1.4700012,0.6716014,1.0,0,0.5638471350097658,True,REGULAR,USD,put,2026-09-04,SPY
SPY260904P01000000,2026-08-14 19:46:43+00:00,1000.0,225.33,222.74,225.42,1.4700012,0.656661,1.0,1,0.5728802478027344,True,REGULAR,USD,put,2026-09-04,SPY
SPY260930C00375000,2026-08-07 14:03:38+00:00,375.0,397.61,400.65,404.08,0.0,0.0,5.0,19,0.9338385522460937,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00380000,2026-08-07 14:03:38+00:00,380.0,392.65,395.67,399.1,0.0,0.0,5.0,8,0.920899228515625,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00410000,2026-07-16 17:36:34+00:00,410.0,347.15,365.79,369.21,0.0,0.0,3.0,1,0.8444839770507812,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00415000,2026-07-13 15:48:20+00:00,415.0,340.0,360.81,364.23,0.0,0.0,41.0,73,0.8321549987792967,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00420000,2026-08-05 13:53:41+00:00,420.0,358.89,355.83,359.25,0.0,0.0,2.0,77,0.8198260205078124,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00425000,2026-05-22 19:55:40+00:00,425.0,327.0,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00440000,2026-05-18 14:50:23+00:00,440.0,303.01,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00450000,2026-05-27 14:49:18+00:00,450.0,303.49,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00460000,2026-04-09 17:24:56+00:00,460.0,229.77,282.14,285.65,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00470000,2026-06-12 18:25:01+00:00,470.0,275.35,286.58,289.97,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00475000,2026-06-12 13:40:45+00:00,475.0,266.91,281.64,285.03,0.0,0.0,1.0,80,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00480000,2026-07-31 19:45:23+00:00,480.0,271.0,296.08,299.39,0.0,0.0,2.0,3,0.6750520776367189,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00485000,2026-06-03 14:26:10+00:00,485.0,276.5,0.0,0.0,0.0,0.0,16.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00490000,2026-08-04 13:30:10+00:00,490.0,273.0,286.13,289.44,0.0,0.0,1.0,16,0.6533237792968751,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00495000,2026-04-15 17:54:51+00:00,495.0,212.11,248.12,251.5,0.0,0.0,1.0,12,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00500000,2026-08-13 16:50:12+00:00,500.0,278.49,276.18,279.49,0.0,0.0,1.0,60,0.631839619140625,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00505000,2026-06-02 17:57:05+00:00,505.0,259.46,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00510000,2026-08-05 13:43:47+00:00,510.0,266.99,266.23,269.54,0.0,0.0,3.0,9,0.6103554589843752,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00515000,2026-08-13 14:46:13+00:00,515.0,265.37,261.25,264.56,0.0,0.0,1.0,205,0.5993692407226563,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00520000,2026-08-10 18:42:57+00:00,520.0,255.02,256.28,259.59,0.0,0.0,1.0,30,0.588993367919922,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00525000,2026-06-09 16:38:20+00:00,525.0,206.18,232.25,235.64,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00530000,2026-08-12 16:28:53+00:00,530.0,244.62,246.33,249.64,0.0,0.0,8.0,50,0.5678143804931641,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00535000,2026-08-12 16:27:23+00:00,535.0,239.71,241.36,244.67,0.0,0.0,42.0,47,0.5574995422363282,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00540000,2026-08-04 18:52:51+00:00,540.0,235.06,236.39,239.7,0.0,0.0,28.0,42,0.5473067730712893,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00545000,2026-04-22 18:45:27+00:00,545.0,176.69,199.18,202.61,0.0,0.0,2.0,4,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00550000,2026-07-29 15:18:28+00:00,550.0,230.0,226.46,229.77,40.410004,21.314419,2.0,27,0.5273484765625001,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00555000,2026-05-12 19:09:19+00:00,555.0,190.9,202.88,206.24,0.0,0.0,2.0,6,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00560000,2026-05-26 18:46:49+00:00,560.0,197.36,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00565000,2026-07-29 16:01:58+00:00,565.0,172.61,211.56,214.86,0.0,0.0,1.0,6,0.564579549560547,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00570000,2026-08-10 19:48:52+00:00,570.0,205.56,206.59,209.9,0.0,0.0,4.0,70,0.5531660894775392,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00575000,2026-06-17 19:40:02+00:00,575.0,171.75,167.49,170.96,0.0,0.0,7.0,358,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00580000,2026-08-05 13:47:23+00:00,580.0,198.85,196.67,199.98,0.0,0.0,1.0,17,0.5302781347656251,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00585000,2026-08-12 16:28:53+00:00,585.0,190.02,191.71,195.02,0.0,0.0,12.0,738,0.5189257092285156,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00590000,2026-06-16 18:48:54+00:00,590.0,169.49,152.85,156.32,0.0,0.0,2.0,60,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00594000,2026-07-17 17:21:54+00:00,594.0,157.94,182.79,186.09,0.0,0.0,1.0,2034,0.49841810180664065,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00595000,2026-07-27 14:41:13+00:00,595.0,146.3,181.8,185.1,0.0,0.0,1.0,424,0.4961598236083985,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00596000,2026-04-30 19:06:42+00:00,596.0,136.88,150.23,153.74,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00597000,2026-05-22 19:10:43+00:00,597.0,159.56,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00598000,2026-06-01 17:22:08+00:00,598.0,168.06,0.0,0.0,0.0,0.0,4.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00599000,2026-06-18 17:08:58+00:00,599.0,157.83,144.1,147.57,0.0,0.0,2.0,1617,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00600000,2026-08-10 19:30:26+00:00,600.0,176.02,176.84,180.14,0.0,0.0,13.0,1641,0.4848684326171875,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00601000,2026-05-15 18:23:16+00:00,601.0,153.42,158.28,161.67,0.0,0.0,2.0,729,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00602000,2026-07-13 14:16:50+00:00,602.0,154.75,174.86,178.16,0.0,0.0,40.0,37,0.48041291076660153,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00603000,2026-07-16 15:12:13+00:00,603.0,156.5,173.87,177.17,0.0,0.0,1.0,22,0.4782156671142578,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00604000,2026-06-16 17:37:22+00:00,604.0,155.99,139.25,142.73,0.0,0.0,1.0,5,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00605000,2026-08-14 19:27:34+00:00,605.0,173.77,171.89,175.19,18.25,11.734825,5.0,4787,0.4738211798095704,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00606000,2026-08-03 13:31:25+00:00,606.0,147.9,170.9,174.2,0.0,0.0,2.0,1612,0.47162393615722653,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00607000,2026-05-26 18:46:49+00:00,607.0,152.5,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00608000,2026-04-13 16:06:53+00:00,608.0,93.35,140.44,143.88,0.0,0.0,1.0,6,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00609000,2026-05-06 14:12:17+00:00,609.0,135.06,137.98,141.49,0.0,0.0,1.0,21,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00610000,2026-08-14 18:03:54+00:00,610.0,168.61,166.94,170.24,-2.0099945,-1.1780533,1.0,950,0.4627739270019532,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00611000,2026-08-14 18:03:34+00:00,611.0,167.69,165.95,169.25,10.51001,6.686608,2.0,0,0.46057668334960944,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00612000,2026-04-08 19:50:08+00:00,612.0,86.8,136.74,140.19,0.0,0.0,1.0,26,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00613000,2026-06-16 14:18:59+00:00,613.0,148.43,130.54,134.04,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00614000,2026-05-18 16:48:15+00:00,614.0,134.74,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00615000,2026-07-27 14:37:02+00:00,615.0,128.78,161.99,165.29,0.0,0.0,3.0,581,0.451726674194336,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00616000,2026-06-11 17:29:03+00:00,616.0,124.7,142.97,146.38,0.0,0.0,1.0,4,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
SPY260930C00617000,2026-05-28 14:12:59+00:00,617.0,145.85,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-09-30,SPY
